name,ref
DirBuster,https://tools.kali.org/web-applications/dirbuster
dirbuster-ng,https://github.com/digination/dirbuster-ng
directorytraversalscan,http://sourceforge.net/projects/httpdirscan/
dirhunt,https://github.com/hahwul/dirhunt
dirscanner,http://packetstormsecurity.com/files/117773/Directory-Scanner-Tool.html
dirscraper,https://github.com/Cillian-Collins/dirscraper
dirsearch,https://github.com/maurosoria/dirsearch
dirstalk,https://github.com/stefanoj3/dirstalk
disitool,https://blog.didierstevens.com/my-software/#disitool
dislocker,http://www.hsc.fr/ressources/outils/dislocker
dissector,http://packetstormsecurity.com/files/125972/Coloured-ELF-File-Dissector.html
distorm,https://github.com/gdabah/distorm
diStorm3,https://tools.kali.org/reverse-engineering/distorm3
dizzy,http://www.c0decafe.de/
dkmc,https://github.com/Mr-Un1k0d3r/DKMC
dmde,https://dmde.com/download.html
dmg2img,http://vu1tur.eu.org/tools/
dmitry,http://www.mor-pah.net/
DMitry,https://tools.kali.org/information-gathering/dmitry
dnmap,http://sourceforge.net/projects/dnmap/
dnmap,https://tools.kali.org/information-gathering/dnmap
dns2geoip,http://packetstormsecurity.com/files/118036/DNS-GeoIP.html
dns2tcp,http://www.hsc.fr/ressources/outils/dns2tcp/index.html.en
dns2tcp,https://tools.kali.org/maintaining-access/dns2tcp
dnsa,http://packetfactory.openwall.net/projects/dnsa/index.html
dnsbf,http://code.google.com/p/dnsbf
dnsbrute,https://github.com/d4rkcat/dnsbrute
dnschef,http://thesprawl.org/projects/dnschef/
DNSChef,https://tools.kali.org/sniffingspoofing/dnschef
dnscobra,https://github.com/dmitescu/dnscobra
dnsdiag,https://dnsdiag.org/
dnsdrdos,http://nullsecurity.net/tools/dos.html
dnsenum,http://www2.packetstormsecurity.org/cgi-bin/search/search.cgi?searchvalue=dnsenum
dnsenum,https://tools.kali.org/information-gathering/dnsenum
dnsfilexfer,https://github.com/leonjza/dnsfilexfer
dnsgoblin,http://nullsecurity.net/tools/scanner.html
dnsgrep,https://github.com/erbbysam/DNSGrep
dnsmap,http://dnsmap.googlecode.com
dnsmap,https://tools.kali.org/information-gathering/dnsmap
dns-parallel-prober,https://github.com/lorenzog/dns-parallel-prober
dnspredict,http://johnny.ihackstuff.com/
dnsprobe,https://github.com/projectdiscovery/dnsprobe
dnspy,https://github.com/0xd4d/dnSpy/
dnsrecon,https://github.com/darkoperator/dnsrecon
DNSRecon,https://tools.kali.org/information-gathering/dnsrecon
dns-reverse-proxy,https://github.com/StalkR/dns-reverse-proxy
dnssearch,https://github.com/evilsocket/dnssearch
dnsspider,http://nullsecurity.net/tools/scanner.html
dns-spoof,https://github.com/maurotfilho/dns-spoof
dnsteal,https://github.com/m57/dnsteal
dnstracer,https://www.mavetju.org/unix/dnstracer.php
dnstracer,https://tools.kali.org/information-gathering/dnstracer
dnstwist,https://github.com/elceef/dnstwist
dnsvalidator,https://github.com/vortexau/dnsvalidator
dnswalk,http://sourceforge.net/projects/dnswalk/
dnswalk,https://tools.kali.org/information-gathering/dnswalk
dnsx,https://github.com/projectdiscovery/dnsx
docem,https://github.com/whitel1st/docem
dockerscan,https://github.com/cr0hn/dockerscan
domain-analyzer,http://sourceforge.net/projects/domainanalyzer/
domainhunter,https://github.com/threatexpress/domainhunter
domain-stats,https://github.com/MarkBaggett/domain_stats
domato,https://github.com/googleprojectzero/domato
domi-owned,https://github.com/coldfusion39/domi-owned
domlink,https://github.com/vysecurity/DomLink
donut,https://github.com/TheWover/donut
doona,https://github.com/wireghoul/doona
Doona,https://tools.kali.org/vulnerability-analysis/doona
doork,https://github.com/AeonDave/doork
doozer,https://github.com/CoalfireLabs/crackHOR
dorkbot,https://github.com/utiso/dorkbot
dorkme,https://github.com/blueudp/DorkMe
dorknet,https://github.com/NullArray/DorkNet
dos2unix,https://tools.kali.org/reporting-tools/dos2unix
dotdotpwn,http://dotdotpwn.blogspot.com
DotDotPwn,https://tools.kali.org/information-gathering/dotdotpwn
dotpeek,https://www.jetbrains.com/decompiler/
dpeparser,http://www.toolswatch.org/dpe/
dpscan,https://github.com/insaneisnotfree/Blue-Sky-Information-Security
dr0p1t-framework,https://github.com/D4Vinci/Dr0p1t-Framework
dracnmap,https://github.com/screetsec/Dracnmap
Dradis,https://tools.kali.org/reporting-tools/dradis
dradis-ce,http://dradisframework.org/
dragon-backdoor,https://github.com/Shellntel/backdoors
dr-checker,https://github.com/ucsb-seclab/dr_checker
driftnet,http://www.ex-parrot.com/~chris/driftnet/
drinkme,https://github.com/emptymonkey/drinkme
dripcap,https://github.com/dripcap/dripcap
dripper,http://www.blackhatlibrary.net/Dripper
droopescan,https://github.com/droope/droopescan
drozer,https://github.com/mwrlabs/drozer
drupal-module-enum,https://github.com/Tethik/drupal-module-enumeration
drupalscan,https://rubygems.org/gems/DrupalScan/
drupwn,https://github.com/immunIT/drupwn
dscanner,https://github.com/dlang-community/D-Scanner
dsd,https://github.com/szechyjs/dsd
dsfs,https://github.com/stamparm/DSFS
dshell,https://github.com/USArmyResearchLab/Dshell
dsjs,https://github.com/stamparm/DSJS
dsniff,https://www.monkey.org/~dugsong/dsniff/
dsss,https://github.com/stamparm/DSSS
dsstore-crawler,https://github.com/anantshri/DS_Store_crawler_parser
dsxs,https://github.com/stamparm/DSXS
d-tect,https://github.com/shawarkhanethicalhacker/D-TECT
dtp-spoof,https://github.com/fleetcaptain/dtp-spoof
dublin-traceroute,https://github.com/insomniacslk/dublin-traceroute
ducktoolkit,https://github.com/kevthehermit/DuckToolkit
dumb0,https://github.com/0verl0ad/Dumb0
dump1090,https://github.com/MalcolmRobb/dump1090
dumpacl,http://www.systemtools.com/cgi-bin/download.pl?DumpAcl
dumpusers,http://ntsecurity.nu/toolbox/dumpusers/
dumpzilla,http://www.dumpzilla.org/
Dumpzilla,https://tools.kali.org/forensics/dumpzilla
duplicut,https://github.com/nil0x42/duplicut
dutas,https://github.com/dungtv543/Dutas
dvcs-ripper,https://github.com/kost/dvcs-ripper
dwarf,https://github.com/iGio90/Dwarf
dynamorio,https://github.com/DynamoRIO/dynamorio
eapeak,https://github.com/securestate/eapeak
eaphammer,https://github.com/s0lst1c3/eaphammer
eapmd5pass,http://www.willhackforsushi.com/?page_id=67
eapmd5pass,https://tools.kali.org/wireless-attacks/eapmd5pass
Easside-ng,https://tools.kali.org/wireless-attacks/easside-ng
easside-ng,https://tools.kali.org/wireless-attacks/easside-ng
easy-creds,https://github.com/brav0hax/easy-creds
easyda,https://github.com/nccgroup/easyda
easyfuzzer,http://www.mh-sec.de/downloads.html.en
eazy,http://packetstormsecurity.com/files/117572/EAZY-Web-Scanner.html
ecfs,https://github.com/elfmaster/ecfs
edb,https://github.com/eteran/edb-debugger/
edb-debugger,https://tools.kali.org/reverse-engineering/edb-debugger
eggshell,https://github.com/neoneggplant/EggShell
eigrp-tools,http://www.hackingciscoexposed.com/?link=tools
eindeutig,http://www.jonesdykstra.com/
electric-fence,https://packages.debian.org/sid/electric-fence
elettra,http://www.winstonsmith.info/julia/elettra/
elettra-gui,http://www.winstonsmith.info/julia/elettra/
elfkickers,https://www.muppetlabs.com/~breadbox/software/elfkickers.html
elfparser,https://github.com/jacob-baines/elfparser
elfutils,https://sourceware.org/elfutils/
elidecode,https://github.com/DeveloppSoft/EliDecode
elite-proxy-finder,https://github.com/DanMcInerney/elite-proxy-finder
email2phonenumber,https://github.com/martinvigo/email2phonenumber/
emldump,https://blog.didierstevens.com/my-software/#emldump
empire,https://github.com/BC-SECURITY/Empire
enabler,http://packetstormsecurity.org/cisco/enabler.c
encodeshellcode,http://packetstormsecurity.com/files/119904/Encode-Shellcode.1b.html
ent,http://www.fourmilab.ch/random
enteletaor,https://github.com/cr0hn/enteletaor
entropy,https://github.com/entynetproject/entropy
enum4linux,http://labs.portcullis.co.uk/application/enum4linux/
enum4linux,https://tools.kali.org/information-gathering/enum4linux
enum4linux-ng,https://github.com/cddmp/enum4linux-ng
enumerate-iam,https://github.com/andresriancho/enumerate-iam
enumerid,https://github.com/Gilks/enumerid
enumiax,http://sourceforge.net/projects/enumiax/
enumIAX,https://tools.kali.org/information-gathering/enumiax
enum-shares,https://github.com/dejanlevaja/enum_shares
enyelkm,http://www.enye-sec.org/programas.html
eos,https://github.com/synacktiv/eos
epicwebhoneypot,http://sourceforge.net/projects/epicwebhoneypot/
eraser,https://eraser.heidi.ie/download/
erase-registrations,http://www.hackingexposedvoip.com/
eresi,https://github.com/thorkill/eresi
erl-matter,https://github.com/gteissier/erl-matter
espionage,https://github.com/josh0xA/Espionage
eternal-scanner,https://github.com/peterpt/eternal_scanner
etherape,http://etherape.sourceforge.net/
etherchange,http://ntsecurity.nu/toolbox/etherchange/
etherflood,http://ntsecurity.nu/toolbox/etherflood/
ettercap,https://ettercap.github.com/ettercap/
evilclippy,https://github.com/outflanknl/EvilClippy
evilginx,https://github.com/kgretzky/evilginx2
evilgrade,http://www.infobyte.com.ar/developments.html
evilize,http://www.mathstat.dal.ca/~selinger/md5collision/
evillimiter,https://github.com/bitbrute/evillimiter
evilmaid,http://theinvisiblethings.blogspot.com
evilpdf,https://github.com/thelinuxchoice/evilpdf
evil-ssdp,https://gitlab.com/initstring/evil-ssdp
evil-winrm,https://github.com/Hackplayers/evil-winrm
evine,https://github.com/saeeddhqan/evine.git
evtkit,https://github.com/yarox24/evtkit
exabgp,https://github.com/Exa-Networks/exabgp
exe2image,https://github.com/OsandaMalith/Exe2Image
exescan,https://github.com/cysinfo/Exescan
exitmap,https://github.com/NullHypothesis/exitmap
expimp-lookup,https://github.com/tr3w/ExpImp-Lookup
exploitdb,https://www.exploit-db.com/
exploitdb,https://tools.kali.org/exploitation-tools/exploitdb
exploit-db,http://www.exploit-db.com
exploitpack,https://github.com/juansacco/exploitpack
expose,https://github.com/ExpoSEJS/ExpoSE
exrex,https://github.com/asciimoo/exrex
extended-ssrf-search,https://github.com/Damian89/extended-ssrf-search
extracthosts,https://github.com/bwall/ExtractHosts
extractusnjrnl,https://github.com/jschicht/ExtractUsnJrnl
extundelete,https://tools.kali.org/forensics/extundelete
eyeballer,https://github.com/BishopFox/eyeballer
eyepwn,http://www.pentest.co.uk
eyewitness,https://github.com/ChrisTruncer/EyeWitness
EyeWitness,https://tools.kali.org/information-gathering/eyewitness
facebash,https://github.com/thelinuxchoice/facebash
facebookosint,https://github.com/tomoneill19/facebookOSINT
facebot,https://github.com/pun1sh3r/facebot
facebrok,https://github.com/PowerScript/facebrok
facebrute,https://github.com/emerinohdz/FaceBrute
factordb-pycli,https://github.com/ryosan/factordb-pycli
fakeap,http://www.blackalchemy.to/project/fakeap/
fakedns,https://github.com/Crypt0s/FakeDns
fakemail,http://sourceforge.net/projects/fakemail/
fakenetbios,https://github.com/mubix/FakeNetBIOS
fakenet-ng,https://github.com/fireeye/flare-fakenet-ng
fang,https://github.com/evilsocket/fang
Faraday,https://tools.kali.org/information-gathering/faraday
faradaysec,http://www.faradaysec.com/
fastnetmon,https://github.com/pavel-odintsov/fastnetmon
favfreak,https://github.com/devanshbatham/FavFreak
fbht,https://github.com/chinoogawa/fbht
fbi,https://github.com/xHak9x/fbi
fbid,https://github.com/guelfoweb/fbid
fcrackzip,http://oldhome.schmorp.de/marc/fcrackzip.html
fdsploit,https://github.com/chrispetrou/FDsploit
featherduster,https://github.com/nccgroup/featherduster
Fern Wifi Cracker,https://tools.kali.org/wireless-attacks/fern-wifi-cracker
fernflower,https://github.com/fesh0r/fernflower
fernmelder,https://github.com/stealth/fernmelder
fern-wifi-cracker,http://code.google.com/p/fern-wifi-cracker/
feroxbuster,https://github.com/epi052/feroxbuster
ffuf,https://github.com/ffuf/ffuf
ffuf-scripts,https://github.com/ffuf/ffuf-scripts
fgscanner,http://www.fantaghost.com/fgscanner
fhttp,http://packetstormsecurity.com/files/104315/FHTTP-Attack-Tool.3.html
fi6s,https://github.com/sfan5/fi6s
fierce,https://github.com/mschwager/fierce
Fierce,https://tools.kali.org/information-gathering/fierce
fiked,http://www.roe.ch/FakeIKEd
fiked,https://tools.kali.org/sniffingspoofing/fiked
filebuster,https://github.com/henshin/filebuster
filefuzz,http://www.fuzzing.org/
filegps,https://github.com/0blio/fileGPS
fileintel,https://github.com/keithjjones/fileintel
filibuster,https://github.com/subinacls/Filibuster
fimap,http://code.google.com/p/fimap/
fimap,https://tools.kali.org/web-applications/fimap
finalrecon,https://github.com/thewhiteh4t/FinalRecon
find-dns,https://packetstormsecurity.com/files/132449/Find-DNS-Scanner.html
findmyhash,https://code.google.com/archive/p/findmyhash/
findmyhash,https://tools.kali.org/password-attacks/findmyhash
findmyiphone,https://github.com/manwhoami/findmyiphone
findomain,https://github.com/Edu4rdSHL/findomain
findsploit,https://github.com/1N3/findsploit
fingerprinter,https://github.com/erwanlr/Fingerprinter
firecat,https://github.com/BishopFox/firecat
firefox-security-toolkit,https://github.com/mazen160/Firefox-Security-Toolkit
firewalk,http://packetfactory.openwall.net/projects/firewalk/
Firewalk,https://tools.kali.org/information-gathering/firewalk
firmwalker,https://github.com/craigz28/firmwalker
firmware-mod-kit,https://github.com/rampageX/firmware-mod-kit
firstexecution,https://github.com/nccgroup/firstexecution
firstorder,https://github.com/tearsecurity/firstorder
fl0p,http://lcamtuf.coredump.cx/
flamerobin,http://www.flamerobin.org/
flare,http://www.nowrap.de/flare.html
flare-floss,https://github.com/fireeye/flare-floss
flashlight,https://github.com/galkan/flashlight
flashscanner,https://github.com/riusksk/FlashScanner
flashsploit,https://github.com/thewhiteh4t/flashsploit
flask-session-cookie-manager2,https://noraj.github.io/flask-session-cookie-manager/
flask-session-cookie-manager3,https://noraj.github.io/flask-session-cookie-manager/
flasm,http://www.nowrap.de/flasm.html
flawfinder,https://www.dwheeler.com/flawfinder
flowinspect,https://github.com/7h3rAm/flowinspect
flunym0us,http://code.google.com/p/flunym0us/
fluxion,https://github.com/FluxionNetwork/fluxion
flyr,https://github.com/zznop/flyr
fockcache,https://github.com/tismayil/fockcache
forager,https://github.com/byt3smith/Forager
foremost,http://foremost.sourceforge.net/
Foremost,https://tools.kali.org/forensics/foremost
foresight,https://github.com/ALSchwalm/foresight
forkingportscanner,http://magikh0e.xyz/
formatstringexploiter,https://github.com/Owlz/formatStringExploiter
fpdns,https://github.com/kirei/fpdns
fping,https://www.fping.org/
fport,http://www.foundstone.com/us/resources/proddesc/fport.htm
fprotlogparser,http://magikh0e.xyz/
fragroute,https://tools.kali.org/information-gathering/fragroute
fragrouter,https://tools.kali.org/information-gathering/fragrouter
fraud-bridge,https://github.com/stealth/fraud-bridge
fred,https://www.pinguin.lu/fred
freeipmi,http://www.gnu.org/software/freeipmi/
freeradius,https://freeradius.org/
FreeRADIUS-WPE,https://tools.kali.org/wireless-attacks/freeradius-wpe
freewifi,https://github.com/kylemcdonald/FreeWifi
frida,https://pypi.org/project/frida/#files
frida-extract,https://github.com/OALabs/frida-extract
frida-ios-dump,https://github.com/AloneMonkey/frida-ios-dump
frida-push,https://github.com/AndroidTamer/frida-push
fridump,https://github.com/Nightbringer21/fridump
frisbeelite,https://github.com/nccgroup/FrisbeeLite
f-scrack,https://github.com/ysrc/F-Scrack
fs-exploit,https://github.com/miaouPlop/fs
fsnoop,http://vladz.devzero.fr/fsnoop.php
fs-nyarl,http://www.fulgursecurity.com/en/content/fs-nyarl
fssb,https://github.com/adtac/fssb
fstealer,http://packetstormsecurity.com/files/106450/FStealer-Filesystem-Mirroring-Tool.html
ftester,http://www.inversepath.com/ftester.html
ftp-fuzz,http://nullsecurity.net/tools/fuzzer.html
ftpmap,http://wcoserver.googlecode.com/files/
ftp-scanner,http://wayreth.eu.org/old_page/
ftpscout,https://github.com/RubenRocha/ftpscout
ftp-spider,http://packetstormsecurity.com/files/35120/ftp-spider.pl.html
fuddly,https://github.com/k0retux/fuddly
FunkLoad,https://tools.kali.org/web-applications/funkload
fusil,http://bitbucket.org/haypo/fusil/wiki/Home
fuxploider,https://github.com/almandin/fuxploider
fuzzap,https://github.com/lostincynicism/FuzzAP
fuzzball2,http://nologin.org/
fuzzbunch,https://github.com/mdiazcl/fuzzbunch-debian
fuzzdb,https://github.com/fuzzdb-project/fuzzdb
fuzzdiff,http://vsecurity.com/resources/tool
fuzzowski,https://github.com/nccgroup/fuzzowski
fuzztalk,https://code.google.com/p/fuzztalk
g72x++,http://www.ps-auxw.de/
gadgetinspector,https://github.com/JackOfMostTrades/gadgetinspector
gadgettojscript,https://github.com/med0x2e/GadgetToJScript
galleta,http://www.jonesdykstra.com/
Galleta,https://tools.kali.org/forensics/galleta
gasmask,https://github.com/twelvesec/gasmask
gatecrasher,https://github.com/michaeltelford/gatecrasher
gau,https://github.com/lc/gau/
gcat,https://github.com/byt3bl33d3r/gcat
gcpbucketbrute,https://github.com/RhinoSecurityLabs/GCPBucketBrute
gcrypt,https://github.com/GasparVardanyan/GCrypt
gdb,https://www.gnu.org/software/gdb/
gdb-common,https://www.gnu.org/software/gdb/
gdbgui,https://github.com/cs01/gdbgui
gef,https://github.com/hugsy/gef
gene,https://github.com/0xrawsec/gene
genisys,https://github.com/Cryptonian007/Genisys
geoip,https://www.maxmind.com/app/c
geoipgen,http://code.google.com/p/geoipgen/
gerix-wifi-cracker,https://github.com/TigerSecurity
gethsploit,https://github.com/KarmaHostage/gethspoit
getsids,http://www.cqure.net/wp/getsids/
getsploit,https://github.com/vulnersCom/getsploit
gggooglescan,http://www.morningstarsecurity.com/research/gggooglescan
ghettotooth,http://www.oldskoolphreak.com/tfiles/ghettotooth.txt
ghidra,https://ghidra-sre.org/
Ghost Phisher,https://tools.kali.org/information-gathering/ghost-phisher
ghostdelivery,https://github.com/s1egesystems/GhostDelivery
ghost-phisher,http://code.google.com/p/ghost-phisher
ghost-py,http://jeanphix.github.com/Ghost.py/
gibberish-detector,https://github.com/domanchi/gibberish-detector
girsh,https://github.com/nodauf/Girsh
giskismet,http://www.giskismet.org
GISKismet,https://tools.kali.org/wireless-attacks/giskismet
gitdorker,https://github.com/obheda12/GitDorker
git-dump,https://github.com/bahamas10/node-git-dump
git-dumper,https://github.com/arthaud/git-dumper
gitem,https://github.com/mschwager/gitem
gitgraber,https://github.com/hisxo/gitGraber
githack,https://github.com/lijiejie/githack
git-hound,https://github.com/tillson/git-hound
githubcloner,https://github.com/mazen160/GithubCloner
github-dorks,https://github.com/techgaun/github-dorks
gitleaks,https://github.com/zricethezav/gitleaks
gitmails,https://github.com/giovanifss/gitmails
gitminer,https://github.com/danilovazb/GitMiner
gitrecon,https://github.com/GONZOsint/gitrecon
gitrob,http://michenriksen.com/blog/gitrob-putting-the-open-source-in-osint/
gittools,https://github.com/internetwache/GitTools
gloom,https://github.com/StreetSec/Gloom-Framework
glue,https://github.com/OWASP/glue
gnuradio,https://gnuradio.org
gnutls2,http://gnutls.org/
gobd,https://github.com/razc411/GoBD
gobuster,https://github.com/OJ/gobuster
Gobuster,https://tools.kali.org/web-applications/gobuster
goddi,https://github.com/NetSPI/goddi
goldeneye,https://github.com/jseidl/GoldenEye
golismero,https://github.com/golismero/golismero
GoLismero,https://tools.kali.org/information-gathering/golismero
goodork,http://goo-dork.blogspot.com/
goofile,https://code.google.com/p/goofile/
goofile,https://tools.kali.org/information-gathering/goofile
google-explorer,https://github.com/anarcoder/google_explorer
googlesub,https://github.com/zombiesam/googlesub
goog-mail,http://www.darkc0de.com/others/goog-mail.py
goohak,https://github.com/1N3/Goohak
goop,https://github.com/s0md3v/goop
gooscan,"http://johnny.ihackstuff.com/downloads/task,doc_details&Itemid=/gid,28/"
gopherus,https://github.com/tarunkant/Gopherus
gophish,https://github.com/gophish/gophish
gosint,https://github.com/Nhoya/gOSINT
gospider,https://github.com/jaeles-project/gospider
gostringsr2,https://github.com/CarveSystems/gostringsr2
gowitness,https://github.com/sensepost/gowitness
gplist,http://ntsecurity.nu/toolbox/gplist/
gpocrack,https://github.com/MartinIngesen/gpocrack
gpp-decrypt,https://tools.kali.org/password-attacks/gpp-decrypt
gpredict,http://gpredict.oz9aec.net/
gps-sdr-sim,https://github.com/osqzss/gps-sdr-sim
gqrx,http://gqrx.dk/
Gqrx,https://tools.kali.org/wireless-attacks/gqrx
grabbb,https://packetstormsecurity.com/files/11372/grabbb.0.7.tar.gz.html
grabber,http://rgaucher.info/beta/grabber/
Grabber,https://tools.kali.org/web-applications/grabber
grabing,https://github.com/black-brain/graBing
grabitall,http://ntsecurity.nu/toolbox/grabitall/
graffiti,https://github.com/Ekultek/Graffiti
gr-air-modes,https://github.com/bistromath/gr-air-modes
grammarinator,https://github.com/renatahodovan/grammarinator
graphqlmap,https://github.com/swisskyrepo/GraphQLmap
graphql-path-enum,https://gitlab.com/dee-see/graphql-path-enum
graudit,https://github.com/wireghoul/graudit
greenbone-security-assistant,https://github.com/greenbone/gsa
grepforrfi,http://www.irongeek.com/downloads/grepforrfi.txt
gr-gsm,https://github.com/ptrkrysik/gr-gsm
grokevt,http://code.google.com/p/grokevt/
gr-paint,https://github.com/drmpeg/gr-paint
grr,https://github.com/trailofbits/grr
gr-scan,https://tools.kali.org/wireless-attacks/gr-scan
grype,https://github.com/anchore/grype
gsd,http://ntsecurity.nu/toolbox/gsd/
gsocket,https://github.com/hackerschoice/gsocket
gspoof,http://gspoof.sourceforge.net/
gtalk-decode,http://packetstormsecurity.com/files/119154/Google-Talk-Decoder.html
gtfo,https://github.com/mzfr/gtfo
gtfoblookup,https://github.com/nccgroup/GTFOBLookup
gtp-scan,http://www.c0decafe.de/
guymager,http://guymager.sourceforge.net/
Guymager,https://tools.kali.org/forensics/guymager
gvmd,https://github.com/greenbone/gvmd/
gwcheck,http://packetstormsecurity.com/files/62047/gwcheck.c.html
gwtenum,http://www.gdssecurity.com/l/t/d.php?k=GwtEnum
h2buster,https://github.com/00xc/h2buster
h2csmuggler,https://github.com/BishopFox/h2csmuggler
h2spec,https://github.com/summerwind/h2spec
h2t,https://github.com/gildasio/h2t
h8mail,https://github.com/khast3x/h8mail
habu,https://github.com/portantier/habu
hackersh,http://www.hackersh.org/
hackredis,https://github.com/Ridter/hackredis
hackrf,https://github.com/mossmann/hackrf
haiti,https://noraj.github.io/haiti/
haka,https://github.com/haka-security/haka
hakku,https://github.com/4shadoww/hakkuframework
hakrawler,https://github.com/hakluke/hakrawler
hakrevdns,https://github.com/hakluke/hakrevdns
halberd,http://halberd.superadditive.com/
halcyon,http://www.blackhatlibrary.net/Halcyon
halcyon-ide,https://halcyon-ide.org/
hamster,http://hamster.erratasec.com/
hamster-sidejack,https://tools.kali.org/sniffingspoofing/hamster-sidejack
handle,http://www.tarasco.org/security/handle/index.html
harness,https://github.com/Rich5/Harness
harpoon,https://github.com/Te-k/harpoon
hasere,https://github.com/galkan/hasere
hash-buster,https://github.com/UltimateHackers/Hash-Buster/
hashcat,https://hashcat.net/hashcat
Hashcat,https://tools.kali.org/password-attacks/hashcat
hashcatch,https://github.com/staz0t/hashcatch/releases
hashcat-utils,https://github.com/hashcat/hashcat-utils
hashdb,https://github.com/NPS-DEEP/hashdb/
hashdeep,https://github.com/jessek/hashdeep
hasher,https://github.com/ChrisTruncer/Hasher
hash-extender,https://github.com/iagox86/hash_extender
hashfind,https://github.com/rurapenthe/hashfind
hashid,https://github.com/psypanda/hashID
hash-identifier,https://github.com/blackploit/hash-identifier
hash-identifier,https://tools.kali.org/password-attacks/hash-identifier
hashpump,https://github.com/bwall/HashPump
hashtag,https://github.com/SmeegeSec/HashTag
hatcloud,https://github.com/HatBashBR/HatCloud
hate-crack,https://github.com/trustedsec/hate_crack
haystack,https://github.com/trolldbois/python-haystack
hbad,http://www.curesec.com/
hcraft,http://sourceforge.net/projects/hcraft/
hcxdumptool,https://github.com/ZerBea/hcxdumptool
hcxkeys,https://github.com/ZerBea/hcxkeys
hcxtools,https://github.com/ZerBea/hcxtools
hdcp-genkey,https://github.com/rjw57/hdcp-genkey
hdmi-sniff,https://github.com/ApertureLabsLtd/hdmi-sniff
heartbleed-honeypot,http://packetstormsecurity.com/files/126068/hb_honeypot.pl.txt
heartleech,https://github.com/robertdavidgraham/heartleech
hellraiser,https://github.com/m0nad/HellRaiser
hemingway,https://github.com/ytisf/hemingway
hercules-payload,https://github.com/EgeBalci/HERCULES
hetty,https://github.com/dstotijn/hetty
hex2bin,http://hex2bin.sourceforge.net/
hexinject,http://hexinject.sourceforge.net
HexInject,https://tools.kali.org/sniffingspoofing/hexinject
hexorbase,https://code.google.com/p/hexorbase/
HexorBase,https://tools.kali.org/vulnerability-analysis/hexorbase
hexyl,https://github.com/sharkdp/hexyl
hharp,http://packetstormsecurity.com/files/81368/Hackers-Hideaway-ARP-Attack-Tool.html
hidattack,http://mulliner.org/bluetooth/hidattack.php
hiddeneye,https://github.com/DarkSecDevelopers/HiddenEye
hikpwn,https://github.com/4n4nk3/HikPwn
hlextend,https://github.com/stephenbradshaw/hlextend
hodor,https://github.com/nccgroup/hodor
hollows-hunter,https://github.com/hasherezade/hollows_hunter
homepwn,https://github.com/ElevenPaths/HomePWN
honeyd,https://github.com/DataSoft/Honeyd/
honeypy,https://github.com/foospidy/HoneyPy
honggfuzz,https://code.google.com/p/honggfuzz/
honssh,https://code.google.com/p/honssh/
hookanalyser,http://hookanalyser.blogspot.de/
hoover,https://github.com/xme/hoover/
hoper,https://github.com/gabamnml/hoper
hopper,https://www.hopperapp.com/
hoppy,https://labs.portcullis.co.uk/downloads/
hostapd-wpe,https://w1.fi/hostapd/
hostapd-wpe,https://tools.kali.org/wireless-attacks/hostapd-wpe
hostbox-ssh,http://stridsmanit.wordpress.com/2012/12/02/brute-forcing-passwords-with-hostbox-ssh-1-1/
host-extract,https://code.google.com/p/host-extract/
hosthunter,https://github.com/SpiderLabs/HostHunter
hotpatch,http://www.selectiveintellect.com/hotpatch.html
hotspotter,http://www.remote-exploit.org/?page_id=418
howmanypeoplearearound,https://github.com/schollz/howmanypeoplearearound
hpfeeds,https://github.com/rep/hpfeeds
hping,http://www.hping.org
hping3,https://tools.kali.org/information-gathering/hping3
hqlmap,https://github.com/PaulSec/HQLmap
hsecscan,https://github.com/riramar/hsecscan
htcap,https://github.com/segment-srl/htcap
htexploit,http://www.mkit.com.ar/labs/htexploit/
htpwdscan,https://github.com/lijiejie/htpwdScan
htrosbif,https://github.com/lkarsten/htrosbif
htshells,https://github.com/wireghoul/htshells
httpbog,http://sourceforge.net/projects/httpbog/
http-enum,https://www.thexero.co.uk/tools/http-enum/
httpforge,http://packetstormsecurity.com/files/98109/HTTPForge.02.01.html
httpgrep,https://nullsecurity.net/tools/scanner.html
httping,https://www.vanheusden.com/httping/
httppwnly,https://github.com/Danladi/HttpPwnly
httprecon,http://www.computec.ch/projekte/httprecon/?s=download
httprint,http://www.net-square.com/httprint.html
httprint-win32,http://net-square.com/httprint
httprobe,https://github.com/tomnomnom/httprobe
httpry,http://dumpsterventures.com/jason/httpry/
httpscreenshot,https://github.com/breenmachine/httpscreenshot
httpsniff,http://www.sump.org/projects/httpsniff/
httpsscanner,https://code.google.com/p/libre-tools/
http-traceroute,http://packetstormsecurity.com/files/107167/Traceroute-Like-HTTP-Scanner.html
httptunnel,https://github.com/larsbrinkhoff/httptunnel
HTTPTunnel,https://tools.kali.org/maintaining-access/httptunnel
httpx,https://github.com/projectdiscovery/httpx
httrack,https://www.httrack.com/
hubbit-sniffer,https://github.com/cthit/hubbIT-sniffer
hulk,https://github.com/grafov/hulk
hungry-interceptor,https://github.com/nbuechler/hungry-interceptor
hurl,https://github.com/fnord0/hURL
hURL,https://tools.kali.org/web-applications/hurl
hwk,http://www.nullsecurity.net/
hxd,https://mh-nexus.de/en/hxd/
hyde,https://github.com/CoolerVoid/Hyde
hydra,https://github.com/vanhauser-thc/thc-hydra
hyenae,http://sourceforge.net/projects/hyenae/
